"CpG.site","Coefficient","Panel","Training.cohort","Short_name","Name","SeqId","UniProt","Predictor","chr","pos","UCSC_RefGene_Name","GencodeCompV12_NAME"
"cg12494515",-0.005805373384061,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",185935484,"",""
"cg26599989",0.0163961714366172,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",1297087,"TOLLIP","TOLLIP"
"cg13436432",-0.00435251128205386,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr9",139145967,"",""
"cg26719629",-0.00158419445677397,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",2163299,"IGF2AS, INS-IGF2, IGF2","INS-IGF2, IGF2"
"cg25713736",0.000897502633832342,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr3",162210236,"",""
"cg25129765",-0.00407569983813314,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr6",99872940,"SFRS18","PNISR, RP11-98I9.4"
"cg16433587",-0.00488188188942201,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",157434183,"PTPRN2",""
"cg10064060",0.0121183898238477,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr16",15603154,"C16orf45","RP11-1021N1.1, C16orf45"
"cg05385923",-0.016960969489462,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",150495881,"TMEM176B","TMEM176B"
"cg17022393",0.00175261871362348,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",158749941,"",""
"cg17878935",0.00131679437457797,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",60928561,"VPS37C","VPS37C"
"cg21508713",-0.00603221095910418,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr5",2702510,"",""
"cg27347290",0.00406590406203241,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr6",31831439,"NEU1, SLC44A4","NEU1, SLC44A4"
"cg03431738",-0.018405933026449,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr21",40031295,"ERG","ERG, TMPRSS3"
"cg04715183",-0.00315958037932976,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr3",11886989,"C3orf31","TAMM41"
"cg14097373",0.00791111794253507,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr12",68726474,"MDM1","MDM1"
"cg19450840",0.00399587259551733,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",134540954,"CALD1","CALD1"
"cg05162256",0.0058291293235797,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",53522945,"USP46","USP46"
"cg12190322",-0.00512727998948339,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",122395107,"",""
"cg27597505",-0.00273591328558565,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr12",54148217,"","RP11-686F15.2"
"cg13271452",-0.0102091675706301,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr15",78110857,"","LINGO1"
"cg09092525",-0.00953940926613349,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr20",58570133,"CDH26","CDH26"
"cg23092680",0.00206192619119956,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr8",8240661,"PRAGMIN","PRAGMIN"
"cg11409510",-0.00382329987252471,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr12",42981814,"PRICKLE1","PRICKLE1"
"cg11632419",0.000136904093066381,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr19",37701476,"ZNF585B","ZNF585B"
"cg02314091",0.00147448928514691,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr19",36207131,"ZBTB32","ZBTB32"
"cg09400194",-0.000793474600099097,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr10",81107848,"PPIF","PPIF"
"cg01624202",0.00671525309281016,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr15",89958550,"",""
"cg13767294",-0.010842019809916,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr17",41856619,"C17orf105, DUSP3","C17orf105, DUSP3"
"cg21870469",0.00450754969741751,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr6",16238691,"GMPR","GMPR"
"cg22825191",-0.00442409894785186,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr19",57610536,"",""
"cg06829760",-0.0174471327069133,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr2",16845412,"FAM49A","FAM49A"
"cg14476101",-0.0587839288261314,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr1",120255992,"PHGDH","PHGDH"
"cg09059635",-0.00230083716630045,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr9",135042197,"NTNG2","NTNG2"
"cg23991274",-0.00153320944231886,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",71860600,"DCK","DCK, MOB1B"
"cg05946623",-0.00227230497577681,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr16",62071193,"CDH8","CDH8"
"cg01792229",-0.00565465353904698,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",4308327,"SDK1","SDK1"
"cg01065599",-0.000420833399933589,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr21",38075171,"SIM2","AP000697.6, SIM2"
"cg14523898",0.00655348086217615,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr1",38220138,"EPHA10","EPHA10"
"cg00813440",0.00827683622183701,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr1",44677772,"DMAP1","DMAP1"
"cg07590196",-0.00312551733858563,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr16",30661673,"PRR14","PRR14"
"cg23413066",0.00103751720886839,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",13548755,"LOC285548","AC006445.8"
"cg00530438",0.00540401259063335,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",106606094,"",""
"cg02512724",-0.00275849686554863,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",158343573,"PTPRN2",""
"cg02893550",-0.0124286926602564,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr16",89119418,"","CTD-2555A7.2"
"cg24717799",-0.00147825100332646,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr15",83680832,"C15orf40","RP11-382A20.7, C15orf40, RP11-382A20.5"
"cg22244039",0.00837756334489653,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",1513236,"",""
"cg20115218",-0.0214103569087691,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",22214726,"ANO5","ANO5"
"cg06026375",-0.00199969065979762,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr12",102591323,"PMCH","PMCH"
"cg23375719",-0.00528533623496166,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",66139717,"SLC29A2","SLC29A2"
"cg03568607",-0.00858741638961993,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr13",110106992,"",""
"cg11024682",0.018837979068357,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr17",17730094,"SREBF1",""
"cg25270178",-0.0075679058125995,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr22",44293765,"",""
"cg01201932",-0.0137793735304471,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr14",24978681,"CMA1","CMA1"
"cg21126707",-0.0046060801860299,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr12",81111012,"MYF5","MYF5"
"cg12432568",0.0152883990481628,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr13",113659625,"MCF2L","MCF2L"
"cg11472422",0.000747182966872593,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr17",80926014,"B3GNTL1","B3GNTL1"
"cg07167185",0.00238798845751238,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr1",24120017,"LYPLA2","LYPLA2"
"cg01119145",-0.00285033160888052,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr20",706882,"",""
"cg20587236",0.00201060914693006,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr12",109900956,"KCTD10","KCTD10"
"cg08761643",0.00435756233551609,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr3",195857857,"",""
"cg13660174",0.00022462994811646,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr9",136238392,"SURF4","SURF4"
"cg15569052",-0.00839759624940196,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",2814122,"SH3BP2","SH3BP2"
"cg03234661",0.00495746274797702,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr14",70265290,"SLC10A1","SLC10A1"
"cg21220719",-0.00409047520753738,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr15",91565613,"VPS33B","VPS33B, AC068831.10"
"cg13081014",-0.0258380561126179,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr1",171227787,"FMO1","FMO1"
"cg17471062",-0.00329067510819665,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr17",16318334,"TRPV2","TRPV2"
"cg21809624",-0.000430049912789443,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr17",63569403,"",""
"cg07046849",0.0290053286928254,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr14",23347103,"LRP10","LRP10"
"cg17578330",0.00562774835741378,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr17",12310544,"",""
"cg25879946",-0.00604463414754921,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr17",77076150,"ENGASE",""
"cg14348191",0.00834397044052153,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr15",81180686,"KIAA1199",""
"cg06500161",0.0631200331459588,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr21",43656587,"ABCG1","ABCG1, TMPRSS3"
"cg22663080",0.000950957038472679,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr1",94375517,"GCLM","GCLM"
"cg20489847",-0.0347986321519521,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr8",144095483,"LOC100133669","RP11-273G15.2"
"cg11861043",0.0024975489232453,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr3",49131662,"QRICH1","QRICH1"
"cg07124919",0.0333593521556957,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr6",15149029,"",""
"cg20792206",0.00148848929929315,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr15",66791435,"SNAPC5","SNAPC5, RPL4"
"cg23835476",0.0126100936860672,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",155633298,"",""
"cg13278267",-0.000345794822658316,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr2",38742843,"","AC016995.3"
"cg24670445",0.0164896831760985,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",57519282,"BTBD18","BTBD18, CTNND1, RP11-691N7.6"
"cg02307664",-0.000457882148876064,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr2",134586281,"",""
"cg01465177",0.00400274052140072,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr3",182208536,"",""
"cg24201510",-0.0101836254625381,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr3",11079879,"SLC6A1","SLC6A1"
"cg10843276",0.00849445063838187,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",726697,"PCGF3","PCGF3"
"cg10847032",-0.00156432150965195,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr5",142784522,"NR3C1","NR3C1"
"cg06948825",0.00429805940982848,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr6",89855447,"PM20D2","PM20D2"
"cg21640038",0.0160698699634168,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr17",65362901,"PSMD12","PSMD12"
"cg00817189",-0.00335675980839051,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",4250606,"TMEM128","TMEM128"
"cg14134732",-0.0237618086292975,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr16",3079894,"CCDC64B","CCDC64B"
"cg19458497",0.0224682756279269,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",63403371,"ATL3",""
"cg02193951",-0.00464695327132066,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr18",76753446,"SALL3","SALL3"
"cg11244640",0.00141517837099497,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr6",161538175,"MAP3K4","MAP3K4"
"cg06606199",0.00141384520711509,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr12",115174773,"","SNORA27, RP4-601P9.2"
"cg02424715",-0.0463660871769948,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr14",75893680,"JDP2","JDP2, RP11-293M10.6"
"cg15583492",0.018169533107729,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr10",53575266,"PRKG1",""
"cg06692974",-0.0140764515678698,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr5",148700400,"AFAP1L1","AFAP1L1"
"cg17691657",0.0118733248060251,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",72052120,"SLC4A4","SLC4A4"
"cg17801268",-0.0248458749345991,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr1",3566797,"WDR8","WRAP73"
"cg07097026",-0.0124138175429634,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr6",44257942,"TCTE1","TCTE1"
"cg13686919",0.00410900889844122,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr19",5335045,"PTPRS","PTPRS"
"cg27401945",-0.00499511357452667,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr10",118919088,"","RP11-501J20.2"
"cg21244580",-0.0107821021682461,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr8",79934476,"",""
"cg01252136",0.00739050425234207,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr2",26989503,"C2orf18","C2orf18, CENPA"
"cg26493059",0.00553919479574469,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr16",85433309,"",""
"cg20716703",0.00430913068751668,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr19",13397750,"CACNA1A",""
"cg17071731",-0.0222290040246988,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr3",11127293,"",""
"cg14778576",0.0153197726721424,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr3",160477458,"PPM1L",""
"cg00371770",0.00397083967745883,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",16436951,"ISPD",""
"cg01062980",0.0127296386329193,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",71791903,"LRTOMT, NUMA1","LRTOMT, NUMA1"
"cg23329752",-0.0140561477867051,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",14542293,"PSMA1","PSMA1, RP11-140L24.4"
"cg07210263",0.00800024427270894,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr10",120938478,"PRDX3","PRDX3"
"cg26793463",0.00128542128833156,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr1",1735887,"GNB1","GNB1"
"cg16270819",0.000292058700360366,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",129588864,"UBE2H","UBE2H"
"cg02770683",0.00633215779829917,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr12",57597238,"LRP1","LRP1"
"cg04916802",-0.025036389144899,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr13",36052985,"MIR548F5, NBEA","NBEA"
"cg06778159",-0.000293951105483242,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",5407825,"TNRC18",""
"cg01075918",0.0234740297330314,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr18",9912834,"VAPA","VAPA"
"cg05769505",-0.00600573314560845,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr7",40819169,"C7orf10","AC005160.3"
"cg06564837",0.00168283535742683,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr19",56151356,"ZNF580","ZNF580"
"cg14887054",0.0039225720929734,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr4",15151113,"","RP11-665G4.1"
"cg18597940",0.0155675484790777,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr14",76327105,"TTLL5",""
"cg17182817",0.00560516705293373,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr10",112624555,"",""
"cg08322240",-0.00133577144962302,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr8",77595295,"ZFHX4, LOC100192378","RP11-65D13.1, ZFHX4"
"cg14193097",0.014561391678842,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr9",116150138,"ALAD","ALAD"
"cg26705574",-0.00398044517000094,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr14",24836219,"NFATC4","NFATC4"
"cg12968685",0.00128867772905602,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr11",36215852,"LDLRAD3","LDLRAD3"
"cg19998400",-0.00575520125958324,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr2",235875195,"SH3BP4","SH3BP4"
"cg00242031",-0.0290053432225189,"SomaScan","KORA","Aminoacylase-1","Aminoacylase-1","3343-1","Q03154","Aminoacylase-1","chr5",174869880,"DRD1","DRD1"
"cg08929467",0.00413250218521455,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr5",176544683,"",""
"cg00543658",0.00845181219939224,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr7",30634387,"GARS","GARS"
"cg16999254",-0.00280805684979796,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr10",86016931,"RGR","RGR"
"cg16718678",-0.0032707084284244,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr11",64490633,"NRXN2","NRXN2"
"cg24792813",0.0325176506284392,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr11",118978076,"C2CD2L","DPAGT1, C2CD2L"
"cg19084479",-0.018688601382339,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr7",44163941,"POLD2","POLD2"
"cg04839131",-0.00111547508096348,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr7",150644715,"KCNH2",""
"cg06711110",-0.00974360060973094,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr17",26645523,"TMEM97","TMEM97"
"cg03108070",-0.0140362715186688,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr6",33245490,"B3GALT4","B3GALT4"
"cg10090414",0.0195442061160957,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr8",142309652,"","SLC45A4"
"cg13184736",-4.15608621503531e-05,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr1",68299409,"GNG12","GNG12, RP11-518D3.1"
"cg00753287",0.00354157768708993,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr10",126749347,"CTBP2","CTBP2"
"cg08753172",0.00652152900262762,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr17",1401405,"INPP5K","INPP5K"
"cg00926657",0.0172948069102591,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr17",79880822,"MAFG",""
"cg26548542",0.00280132500401419,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr16",89177266,"ACSF3","ACSF3"
"cg03869448",0.000656181190839016,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr4",10086483,"WDR1","WDR1"
"cg13853046",0.00140148786379956,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr17",56603735,"SEPT4",""
"cg13131185",-0.00859042010117536,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr12",113914611,"","RP11-82C23.2"
"cg02286008",0.00292201246962096,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr16",30133247,"MAPK3","MAPK3"
"cg00380835",-0.00168849721155634,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr19",51165752,"SHANK1","SHANK1, SYT3"
"cg18108669",0.00220884733975477,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr4",183778263,"",""
"cg25764534",0.0129836914386781,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr8",22485721,"BIN3","BIN3"
"cg06186727",0.00196378284985136,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr7",152591343,"",""
"cg14361252",-0.000257134420887599,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr13",111465457,"","RP11-120J20.4"
"cg05304393",0.0616356662418179,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr16",1545405,"TELO2","TELO2"
"cg10399970",-0.00859236801113115,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr7",12510772,"",""
"cg07839457",0.0213310324697735,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr16",57023022,"NLRC5","NLRC5"
"cg22627981",-7.65633956031761e-06,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr1",165204410,"LMX1A",""
"cg04904059",-0.000447933265287968,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr11",43544784,"",""
"cg10644430",-0.0039129738950437,"SomaScan","KORA","BMP-1","Bone morphogenetic protein 1","3348-49","P13497","BMP-1","chr13",21573459,"LATS2","LATS2"
