"CpG_Site","Coefficient","Mean_Beta_Value","Predictor"
"cg20198242",0.00265632282488711,2.36887642438407e-16,"CD6"
"cg21682902",0.00565320262398429,3.72304122055387e-16,"CD6"
"cg22203582",0.00545306238828431,1.6815943169185e-16,"CD6"
"cg23762359",0.00631195946532129,-3.9767358552981e-17,"CD6"
"cg23987137",0.0340565525239745,-1.24468274229073e-15,"CD6"
"cg24331384",0.014004813683088,2.41811531116148e-16,"CD6"
"cg24654028",-0.0018503222134978,7.30906902462231e-16,"CD6"
"cg25898577",0.0024834995769611,3.99541882713437e-16,"CD6"
"cg25941075",0.0091694502360454,1.81400901244633e-16,"CD6"
"cg27405128",0.0354128308257517,1.29479072552959e-15,"CD6"
"cg00114966",-0.0057316808045308,-5.6855933651599e-17,"CXCL10"
"cg00122679",-0.00994837139678225,-4.5675097198982e-16,"CXCL10"
"cg00292568",0.00860362123054269,3.41261617179242e-17,"CXCL10"
"cg00336867",0.0127956088972344,5.19063091120042e-16,"CXCL10"
"cg00398420",0.0230542715054277,-9.15054242695794e-17,"CXCL10"
"cg00511731",0.0468754032419498,-5.77814086260326e-17,"CXCL10"
"cg00534468",0.015538652141738,4.53049784567799e-16,"CXCL10"
"cg00677866",-0.0168726639971591,-3.43044045550808e-16,"CXCL10"
"cg00883218",-0.00476794414107542,3.64925971385599e-16,"CXCL10"
"cg01105943",0.00820925672316835,-3.8721753977836e-17,"CXCL10"
"cg01113412",0.00518914914557647,4.97209306139853e-16,"CXCL10"
"cg01366698",0.00508426723132813,-1.79390310270168e-16,"CXCL10"
"cg01560900",0.0217868890764197,4.86304944726155e-16,"CXCL10"
"cg01681367",-0.0346439195553459,1.41410909519833e-16,"CXCL10"
"cg01899089",0.00369941329960207,-8.60482965999074e-16,"CXCL10"
"cg02202022",0.0174125890063557,1.12890289874093e-16,"CXCL10"
"cg02246225",0.00184490368029213,5.54388999984834e-16,"CXCL10"
"cg02336364",-0.000418971586171507,1.88034174044719e-16,"CXCL10"
"cg02337166",0.00214694381638225,3.50275364269237e-17,"CXCL10"
"cg02583589",0.00125874401493332,3.05338978927316e-16,"CXCL10"
"cg02605601",0.00289995954487194,-6.97497788693102e-15,"CXCL10"
"cg02695698",0.000433138058773069,6.74718527576834e-16,"CXCL10"
"cg02969716",0.00260933135122066,-5.37543185496937e-16,"CXCL10"
"cg03258421",-0.00188730453613964,9.27725220554018e-16,"CXCL10"
"cg03423395",0.000807046917482207,-8.29927148829742e-16,"CXCL10"
"cg03482866",-0.01244441017941,4.22850618607219e-16,"CXCL10"
"cg03577350",0.012172276051295,1.07430061870227e-15,"CXCL10"
"cg03612201",0.0145570643400045,1.72181078298853e-15,"CXCL10"
"cg03704355",0.00215057004341276,-4.1072985786293e-16,"CXCL10"
"cg03844838",0.0145001601422331,-2.2392252672623e-15,"CXCL10"
"cg04009537",0.0118410980602093,-2.16100884706646e-16,"CXCL10"
"cg04245248",0.000516292263734069,-5.71489160558095e-17,"CXCL10"
"cg04410073",0.00981614956876503,-1.89205824866716e-17,"CXCL10"
"cg04479464",0.00624858205114454,2.43961844773441e-16,"CXCL10"
"cg04566233",0.0040410954862944,-4.34571773407936e-17,"CXCL10"
"cg04659154",0.00734916568719227,4.84859424435388e-16,"CXCL10"
"cg04928045",0.00963801817366252,-4.29957161144198e-16,"CXCL10"
"cg05038288",0.00628053681944137,-9.90564742086745e-16,"CXCL10"
"cg05098037",0.000726753316721718,8.64152747375486e-16,"CXCL10"
"cg05165982",-0.012008233069,-3.39235460159301e-16,"CXCL10"
"cg05304729",-0.0226569802845171,1.29451075355145e-16,"CXCL10"
"cg05331807",0.00954338206332512,-6.99192502011194e-16,"CXCL10"
"cg05655707",0.00359363764348182,6.15814938725074e-16,"CXCL10"
"cg05707833",0.00979172938018813,-4.19401864428158e-16,"CXCL10"
"cg05780020",-0.00133991977753779,1.79694131598383e-15,"CXCL10"
"cg05792786",0.00291779184912248,1.59942929436488e-16,"CXCL10"
"cg05861641",-0.00197027987935991,-1.36403438147755e-15,"CXCL10"
"cg05949877",0.00147764658282181,-3.03437551623019e-16,"CXCL10"
"cg06000330",0.00165820838734673,6.15119190702388e-16,"CXCL10"
"cg06015525",0.0196411201010395,-2.51590043441409e-17,"CXCL10"
"cg06155771",0.000741804334585369,-2.44062087008588e-16,"CXCL10"
"cg06170203",0.00277484575469529,5.53290052662803e-17,"CXCL10"
"cg06407115",0.00418908985890818,-1.36350876026433e-16,"CXCL10"
"cg06589961",0.0037974929442273,-1.27332544310109e-16,"CXCL10"
"cg06690548",-0.0279587051216901,-1.6799223222825e-16,"CXCL10"
"cg06729806",-0.00896817400835809,7.78081716120863e-17,"CXCL10"
"cg06974175",0.0134854414823243,4.11729368357142e-16,"CXCL10"
"cg07069844",0.00372499550945955,2.50067631919784e-16,"CXCL10"
"cg07087457",0.00886737206054814,-3.72633967333463e-16,"CXCL10"
"cg07447742",0.00057257989834308,-5.77409771781604e-16,"CXCL10"
"cg07476327",-0.00592493363662873,6.70950150597324e-17,"CXCL10"
"cg07499372",-0.00688606481874731,1.58726361667345e-16,"CXCL10"
"cg07683330",-0.042629253850887,5.3196088407275e-16,"CXCL10"
"cg07839457",-0.114334034940509,-1.63585415055171e-16,"CXCL10"
"cg07965986",-0.00194282956096342,-1.19064616022416e-16,"CXCL10"
"cg07992308",0.00537439947982978,7.16606709488017e-16,"CXCL10"
"cg08034440",-0.00121951062979293,1.39149294765233e-16,"CXCL10"
"cg08072862",-0.00769820091811167,1.13034093803671e-16,"CXCL10"
"cg08448084",0.00430479594636497,6.43964900625246e-17,"CXCL10"
"cg08575621",0.00826788641507989,1.90165715515825e-16,"CXCL10"
"cg09067465",0.00272864147698465,5.89766331009806e-17,"CXCL10"
"cg09138780",0.0205338653425117,1.17955248743077e-16,"CXCL10"
"cg09286981",0.00883858583338569,-9.09827644771496e-16,"CXCL10"
"cg09581226",0.00637088517288625,6.99341378458079e-16,"CXCL10"
"cg10180058",0.0170248983252745,-2.42143606752977e-16,"CXCL10"
"cg10202113",0.00775110805719727,2.76551103446059e-16,"CXCL10"
"cg10296410",0.00392641454884197,-1.20086108715675e-16,"CXCL10"
"cg10363443",-0.0041056355629344,5.01793733053464e-16,"CXCL10"
"cg10365769",-0.000841635962375347,3.67378003018892e-16,"CXCL10"
"cg10420542",0.0120778524328622,-2.42945646858934e-15,"CXCL10"
"cg10806483",0.00270459430256481,1.40004909947113e-15,"CXCL10"
"cg10821127",0.036422043771912,-3.24204576875241e-16,"CXCL10"
"cg10868715",0.00170339437351334,-1.63717997492263e-16,"CXCL10"
"cg11195298",0.00278034225933054,-5.19944330645838e-16,"CXCL10"
"cg11197945",-0.0110635046418755,1.52164763924022e-15,"CXCL10"
"cg11218842",0.00476318645482016,6.00496037133893e-16,"CXCL10"
"cg11832601",0.00359171106175247,-1.82131095919199e-16,"CXCL10"
"cg11859384",-0.0374285610430685,-1.49129117103301e-15,"CXCL10"
"cg12011926",0.00275233423474155,8.70521908526354e-16,"CXCL10"
"cg12086462",-0.00976830128682869,-4.84379649485461e-16,"CXCL10"
"cg12243115",0.00365808383342544,-7.51807470444898e-18,"CXCL10"
"cg12313606",0.0108379340648079,-2.28051154659312e-16,"CXCL10"
"cg12365667",0.000583350483178396,-4.37074809009143e-17,"CXCL10"
"cg12492380",0.0114475101732884,-7.86164536248357e-16,"CXCL10"
"cg12800698",-0.00601459839690507,3.58948981649121e-17,"CXCL10"
"cg12858166",0.0110763158431143,-3.07800659959945e-16,"CXCL10"
"cg13031097",-0.0143684736087839,-3.44786327464787e-16,"CXCL10"
"cg13314965",-0.0106472960454123,2.36745813305644e-16,"CXCL10"
"cg13612295",0.00731232518398577,-3.19930373116458e-16,"CXCL10"
"cg13612847",0.00666247426181825,1.75902943005164e-16,"CXCL10"
"cg14202695",-0.0168354303404145,-1.25661537846949e-15,"CXCL10"
"cg14285013",0.0151344902953557,-1.76799949928268e-16,"CXCL10"
"cg14364797",0.0368347807791916,-1.43420307871908e-16,"CXCL10"
"cg15138289",0.0123937161930793,1.53733734571869e-16,"CXCL10"
"cg15239904",0.0142276459538533,-1.72594825336476e-16,"CXCL10"
"cg15400652",0.00244277729304057,-3.75158355522027e-15,"CXCL10"
"cg15621338",0.0116813372776474,4.87190273243002e-17,"CXCL10"
"cg15707568",0.0173774538178791,-1.36700670624482e-16,"CXCL10"
"cg15880716",0.0162110948438713,-1.16341980692182e-15,"CXCL10"
"cg16046261",0.00240933198784435,-1.03004934071314e-15,"CXCL10"
"cg16138181",0.0131725679255941,-8.62614791105213e-17,"CXCL10"
"cg16246545",-0.0200921177510627,3.04111181921386e-16,"CXCL10"
"cg16411857",-0.00629663457368633,1.87891663413447e-16,"CXCL10"
"cg16485897",-0.0307254193759141,7.46538712544693e-16,"CXCL10"
"cg16706905",0.023086309894332,-5.65797780651055e-16,"CXCL10"
"cg16866941",-0.00832850397358263,2.07978119473397e-16,"CXCL10"
"cg16890298",0.0186943694838841,1.07724122281169e-15,"CXCL10"
"cg16903885",0.0109175921411718,-8.08418808086385e-16,"CXCL10"
"cg16970734",0.00802846252111379,-8.92143501930929e-19,"CXCL10"
"cg17016931",0.00426258848018733,2.82715590459666e-17,"CXCL10"
"cg17019184",-0.00810941063499422,-1.96241088855155e-16,"CXCL10"
"cg17158564",0.00154426974919164,-2.62720772716195e-16,"CXCL10"
"cg17349143",-0.00403822924965658,-7.09503884215629e-16,"CXCL10"
"cg17536822",-0.0375427967916849,-2.47185549558699e-16,"CXCL10"
"cg17661717",0.00812119102980983,-7.27614892940106e-17,"CXCL10"
"cg17835016",0.00252409399157971,5.56469552976629e-16,"CXCL10"
"cg17893934",-0.0125676438774316,1.61808903813765e-15,"CXCL10"
"cg17900127",-0.00650095748948133,-1.29080587984205e-16,"CXCL10"
"cg18125510",-0.0374600172684547,1.65368215153196e-16,"CXCL10"
"cg18486231",0.0110657276513534,1.53246958773628e-16,"CXCL10"
"cg18494902",0.0260547520954413,2.78338921851283e-16,"CXCL10"
"cg18496653",-0.0339314131154337,-6.48963537298478e-17,"CXCL10"
"cg18601293",0.0020550394979136,1.24742803512307e-17,"CXCL10"
"cg18856614",0.0159026254649441,-2.55967865950676e-16,"CXCL10"
"cg19131731",0.00254839979913063,8.76952280634161e-18,"CXCL10"
"cg19377607",0.00485384690686688,-3.76105396826532e-17,"CXCL10"
"cg19521384",-0.01146208949186,-9.47778252209851e-17,"CXCL10"
"cg19563062",-0.00261757970837808,-1.24379078465202e-15,"CXCL10"
"cg19628299",-0.0204572117977806,-5.71600554587017e-16,"CXCL10"
"cg19740458",0.0132648908865644,1.64815225579421e-16,"CXCL10"
"cg19750882",0.00512681775464713,1.92950814056506e-16,"CXCL10"
"cg19829856",0.00266054215054741,-1.37544502077607e-15,"CXCL10"
"cg19929123",-0.0267011541983157,-1.15706055847653e-18,"CXCL10"
"cg20242889",0.0027730265727982,-2.12491234925188e-18,"CXCL10"
"cg20359524",0.0139111572230047,3.77933051917293e-17,"CXCL10"
"cg20540942",0.000862921682829207,-4.12158526554217e-17,"CXCL10"
"cg20674327",0.00314669568873711,-1.98492659251057e-16,"CXCL10"
"cg21035883",-0.00696080091361257,-3.03581688557549e-16,"CXCL10"
"cg21376120",0.0133564255013199,-2.79266565230061e-16,"CXCL10"
"cg21389309",0.0154520535406541,-1.40373823676043e-17,"CXCL10"
"cg21434376",-0.0108562238854094,-3.45832489629621e-16,"CXCL10"
"cg21909751",0.00163135512548547,3.94184622938752e-16,"CXCL10"
"cg21943841",-0.0115092495131584,-7.75794359308968e-17,"CXCL10"
"cg22033530",0.00133654568599398,9.93155520620911e-17,"CXCL10"
"cg22193726",0.00294351546551242,-1.78686430731188e-16,"CXCL10"
"cg22242207",-0.00597272965666912,2.42404660952069e-15,"CXCL10"
"cg22409276",0.0007880961742322,-6.96647600717526e-17,"CXCL10"
"cg22506801",0.00552096359546519,7.83662770712552e-16,"CXCL10"
"cg22586569",0.0070027556847664,1.8951240626389e-16,"CXCL10"
"cg22713976",0.0053685556245718,6.41411769075444e-17,"CXCL10"
"cg22933879",-0.0212071367612393,-6.55938597089139e-17,"CXCL10"
"cg23029597",0.00578408309966747,-4.63064610373005e-16,"CXCL10"
"cg23193870",0.00567232726215824,-2.69125898401985e-16,"CXCL10"
"cg23199886",-0.0271563834949177,4.16801390028849e-18,"CXCL10"
"cg23437420",-0.0064519209708106,9.63446212690463e-16,"CXCL10"
"cg24061125",0.00054218350289864,-4.97463925211835e-16,"CXCL10"
"cg24151204",-0.0112703809079116,1.0150612989035e-15,"CXCL10"
"cg24155984",0.00587584163895078,-3.8584636477942e-16,"CXCL10"
"cg24213248",0.0213925200544676,-2.20867471137761e-16,"CXCL10"
"cg24469464",0.000629712521699506,2.3109986146963e-16,"CXCL10"
"cg24592370",-0.00947783740062095,1.89235036370964e-16,"CXCL10"
"cg24851586",0.00265323127873019,-1.99025196125278e-16,"CXCL10"
"cg24858233",-0.00253021698783505,-1.25509535800087e-16,"CXCL10"
"cg24906992",0.0100134260316299,2.86856352163919e-17,"CXCL10"
"cg24951864",0.00842638366543835,2.64280289121098e-16,"CXCL10"
"cg25024717",0.00371876967034053,-3.77411395786303e-17,"CXCL10"
"cg25153340",-0.00051482538659608,3.56101556972125e-17,"CXCL10"
"cg25160554",-0.000253199442163105,8.57419294294662e-17,"CXCL10"
"cg25263454",-0.00120014242467204,3.47149764291986e-16,"CXCL10"
"cg25328184",0.0105497371730173,1.52427673657688e-17,"CXCL10"
"cg25331880",0.0021261462613177,7.51937450796777e-16,"CXCL10"
"cg25354848",0.0115421020979868,-9.8027662376321e-16,"CXCL10"
"cg25426302",0.00955444384787422,-3.66412753313331e-16,"CXCL10"
"cg25751787",0.0153237332284523,2.45099079920763e-16,"CXCL10"
"cg25943702",-0.00965600309331823,6.79151675374103e-17,"CXCL10"
"cg25976804",0.0065688065024264,-7.95259939250543e-16,"CXCL10"
"cg26002568",-0.00191353711651418,-5.05910293816366e-16,"CXCL10"
"cg26447697",0.00991521896112163,9.77686278909913e-17,"CXCL10"
"cg26531141",0.00917926762588776,8.01875926770279e-18,"CXCL10"
"cg26532358",0.0108228644671786,9.8313714405359e-17,"CXCL10"
"cg26552621",0.00497805102971776,-1.02063792859507e-15,"CXCL10"
"cg26575471",0.0144598704642534,1.76691746551454e-16,"CXCL10"
"cg26703534",0.0104154538231382,-9.44167766043859e-16,"CXCL10"
"cg27308166",0.00135259197263544,-5.66709997381779e-17,"CXCL10"
"cg27360300",0.0100413682801183,-8.09409583008807e-16,"CXCL10"
"cg27581592",0.0205390361684084,3.56753356085319e-17,"CXCL10"
"cg00207534",0.00780783678842273,7.36991073327761e-17,"CXCL11"
"cg00218406",-0.00867572568149974,-9.05406701992969e-17,"CXCL11"
"cg00280758",0.0184958951908044,4.65855652664882e-17,"CXCL11"
"cg00511731",0.0110627534837315,-5.77814086260326e-17,"CXCL11"
"cg00583328",0.0127667368606092,-2.34518257987862e-16,"CXCL11"
"cg00677866",-0.00848417446739609,-3.43044045550808e-16,"CXCL11"
"cg00784759",0.00161039402368567,2.28820555633296e-15,"CXCL11"
"cg01028142",-0.014995901439399,-8.86902158857085e-16,"CXCL11"
"cg01078446",-0.0075226642903924,2.60585204208447e-17,"CXCL11"
"cg01235305",-0.00587157077698049,-5.81478472762893e-16,"CXCL11"
"cg01244571",0.00220954415720868,3.02934652189613e-16,"CXCL11"
"cg01250961",-0.00924970877201908,-2.07652595515409e-16,"CXCL11"
"cg01514538",-0.00307492602670738,1.21837423582611e-15,"CXCL11"
"cg01681367",-0.00623746926267091,1.41410909519833e-16,"CXCL11"
"cg01720013",0.0172953769554159,1.02252671235957e-16,"CXCL11"
"cg01760178",0.0137844176461632,-8.92496022523012e-16,"CXCL11"
"cg01813393",0.0256546868635476,3.97903932025656e-16,"CXCL11"
"cg01848115",0.00100071743699493,-6.91528927375197e-17,"CXCL11"
"cg01921059",0.00236349098029936,1.53031973099276e-16,"CXCL11"
"cg02019774",-0.00163190962699794,9.65304225442054e-17,"CXCL11"
"cg02055483",0.00387200608715336,3.96444410038261e-17,"CXCL11"
"cg02128564",0.0129511813010103,-6.73901008161575e-16,"CXCL11"
"cg02202022",0.0224188186907593,1.12890289874093e-16,"CXCL11"
"cg02249074",0.000799846492482521,-1.69052318646699e-16,"CXCL11"
"cg02421543",-0.019687560531585,3.68107082514081e-17,"CXCL11"
"cg03320255",0.00378349584502543,2.9407404091218e-17,"CXCL11"
"cg03414471",-0.00885965789888548,1.9620447379893e-14,"CXCL11"
"cg03641640",0.00754188272772976,-2.71549276120719e-18,"CXCL11"
"cg03907390",0.00676208987528635,-2.07264760909709e-16,"CXCL11"
"cg03907575",0.000436450768335342,2.47358557248223e-16,"CXCL11"
"cg03999872",0.00078056336070806,1.07377648439488e-16,"CXCL11"
"cg04009537",0.00958115189169366,-2.16100884706646e-16,"CXCL11"
"cg04232681",0.0222435772098035,-7.8336481646695e-16,"CXCL11"
"cg04479464",0.00940638765215535,2.43961844773441e-16,"CXCL11"
"cg04659154",0.00206263460168736,4.84859424435388e-16,"CXCL11"
"cg04844391",0.0106823135370763,1.47030701106285e-16,"CXCL11"
"cg04922681",0.00604359008434697,-8.20365600847798e-17,"CXCL11"
"cg04996868",-0.00610445880599124,5.94727949923149e-16,"CXCL11"
"cg05165982",-0.0303111930726566,-3.39235460159301e-16,"CXCL11"
"cg05304729",-0.00721198393186726,1.29451075355145e-16,"CXCL11"
"cg05378190",0.011140112307476,4.10679055246848e-17,"CXCL11"
"cg05551003",0.00298979435416744,-7.3239504738698e-16,"CXCL11"
"cg05642379",0.0235900751647195,-4.61137514582274e-17,"CXCL11"
"cg05707833",0.00266752899873992,-4.19401864428158e-16,"CXCL11"
"cg05861641",-0.00764364568909044,-1.36403438147755e-15,"CXCL11"
"cg05949877",0.00338528988936697,-3.03437551623019e-16,"CXCL11"
"cg06289444",-0.00494063636474251,8.22688798285795e-16,"CXCL11"
"cg06311795",-0.00143398936116889,9.55936718671779e-16,"CXCL11"
"cg06434997",0.000567100306223724,-7.18365719092657e-17,"CXCL11"
"cg06928983",0.00929617896922003,7.52695772773418e-16,"CXCL11"
"cg07208425",-0.0155181954377615,-4.40251258068284e-16,"CXCL11"
"cg07372195",-0.00122556778864798,-1.07475821397347e-15,"CXCL11"
"cg07839457",-0.0934947174532444,-1.63585415055171e-16,"CXCL11"
"cg07870920",-0.00594912315803878,-2.06562197901938e-17,"CXCL11"
"cg07882838",0.00760530253655662,-2.60248172218829e-17,"CXCL11"
"cg07946633",0.00694571970320044,7.31050884510737e-17,"CXCL11"
"cg08034440",-0.0183740421327248,1.39149294765233e-16,"CXCL11"
"cg08110054",0.00569883844453914,-5.27268209252593e-16,"CXCL11"
"cg08336435",7.94401281359964e-05,-1.26283013374239e-16,"CXCL11"
"cg08449558",-0.00211553122545925,1.38010077076795e-16,"CXCL11"
"cg08480068",-0.00541028367355089,-5.75990458206206e-17,"CXCL11"
"cg08554556",0.000170938961589108,-1.73007565614939e-16,"CXCL11"
"cg08710629",0.00153001966142026,-6.7141728684764e-17,"CXCL11"
"cg08712625",-0.00989940759793233,-2.45930508101035e-17,"CXCL11"
"cg08980697",0.00830910890089234,8.14412773331163e-16,"CXCL11"
"cg09077443",0.00108092785640739,-6.14668751165527e-17,"CXCL11"
"cg09144707",-0.00182766482394968,3.34332264254452e-16,"CXCL11"
"cg09727206",-0.00115528755241244,5.93641579346319e-17,"CXCL11"
"cg10191799",-0.0236055973238398,6.51159929548102e-16,"CXCL11"
"cg10420542",0.0114006125696071,-2.42945646858934e-15,"CXCL11"
"cg10507156",0.00100671881244511,1.4558614110887e-15,"CXCL11"
"cg10509626",0.003973382240214,2.4211891792065e-16,"CXCL11"
"cg10787000",-0.01193370824452,8.12098478741863e-15,"CXCL11"
"cg10821127",0.0165484885574087,-3.24204576875241e-16,"CXCL11"
"cg10868715",0.000836877005189964,-1.63717997492263e-16,"CXCL11"
"cg11391732",-0.00988878121582706,3.64231834177569e-16,"CXCL11"
"cg11653410",0.00909447629502375,-1.55201713336209e-16,"CXCL11"
"cg11901544",0.0131639190032254,1.00001743617057e-16,"CXCL11"
"cg12140144",0.0153709793454028,-1.89572687904681e-16,"CXCL11"
"cg12297546",-0.00448840254610287,-1.60306140261991e-15,"CXCL11"
"cg12464869",0.00454420606259841,-2.36460157010399e-17,"CXCL11"
"cg12492380",0.00262690344643931,-7.86164536248357e-16,"CXCL11"
"cg12551908",-0.00619146029391603,-1.19923567449266e-16,"CXCL11"
"cg12639429",0.00153364341659823,1.04978476308685e-15,"CXCL11"
"cg12720444",0.00913038655339831,-6.87374729308307e-16,"CXCL11"
"cg13013975",-0.00818471452457635,-2.22016682072509e-15,"CXCL11"
"cg13031097",-0.0342863971121204,-3.44786327464787e-16,"CXCL11"
"cg13104128",-0.0293449729155298,5.90457587337778e-17,"CXCL11"
"cg13175480",0.0168252374329235,5.13250156660864e-17,"CXCL11"
"cg13407464",0.00230885744963422,1.90165250857751e-16,"CXCL11"
"cg13497069",0.00271530330532228,-6.51927234914172e-16,"CXCL11"
"cg13567404",0.0114006058053536,6.7167625628084e-17,"CXCL11"
"cg13678939",0.0139438913230819,9.63391073265691e-17,"CXCL11"
"cg13768347",0.00406711882215341,-1.16068278500319e-15,"CXCL11"
"cg13796272",-0.000172166280362658,-1.51278419354853e-17,"CXCL11"
"cg14069412",0.00710845716382932,-5.55929310522682e-18,"CXCL11"
"cg14174221",0.0235156869760414,-3.67534995493468e-16,"CXCL11"
"cg14353422",-0.00460426029628019,-4.31369179587836e-16,"CXCL11"
"cg14679202",-4.93432620108465e-06,-5.14740593898777e-16,"CXCL11"
"cg14783904",-0.00678183389493201,4.43619595423352e-17,"CXCL11"
"cg14972827",0.00352275343440345,2.23594952077276e-16,"CXCL11"
"cg14979674",0.0212324408683543,-3.96987006759783e-16,"CXCL11"
"cg15102770",-0.0017276688140536,-8.66141855658333e-17,"CXCL11"
"cg15742245",-0.00638899763566609,-2.64394656961693e-16,"CXCL11"
"cg15880716",0.000549321527657596,-1.16341980692182e-15,"CXCL11"
"cg15995265",0.0527169379463586,1.12931861283107e-16,"CXCL11"
"cg16179048",0.00890766479419885,-5.9490433412801e-16,"CXCL11"
"cg16570885",0.0209268467938583,1.6872552462331e-16,"CXCL11"
"cg17016000",0.0020891938855279,3.7990047615669e-16,"CXCL11"
"cg17016931",0.00268046562534291,2.82715590459666e-17,"CXCL11"
"cg17287155",0.00184704860839144,1.17896426128639e-15,"CXCL11"
"cg17385448",0.00276932749968993,4.53599475069249e-16,"CXCL11"
"cg17536822",-0.000814400067166843,-2.47185549558699e-16,"CXCL11"
"cg17592120",0.0125012122618549,-3.41579443301805e-17,"CXCL11"
"cg17900127",-0.011847160261054,-1.29080587984205e-16,"CXCL11"
"cg18001722",0.0029432073341868,4.73824228860601e-17,"CXCL11"
"cg18086819",-0.00512700381245482,6.1491786984756e-16,"CXCL11"
"cg18118147",0.00166743521140241,-6.42155351710765e-16,"CXCL11"
"cg18129178",-0.00451582539382987,-2.52080474549832e-16,"CXCL11"
"cg18158438",0.00816872157423764,-3.32560244223742e-16,"CXCL11"
"cg18281439",0.00690554630523293,-6.74488366944218e-17,"CXCL11"
"cg18316974",0.00405444872878933,-4.70398211949956e-16,"CXCL11"
"cg18348274",0.00110990494978045,1.06745025765005e-15,"CXCL11"
"cg18442685",0.00447899065537911,-1.44239704505785e-15,"CXCL11"
"cg18496653",-0.0300772962619376,-6.48963537298478e-17,"CXCL11"
"cg18532515",-0.00482061626886755,-3.88468705987688e-15,"CXCL11"
"cg18706879",0.0118319436542525,1.06960137671467e-16,"CXCL11"
"cg18752161",-0.00530473196535917,-6.09587281446317e-16,"CXCL11"
"cg18808777",-0.0133410488336326,1.92247755413457e-16,"CXCL11"
"cg18856614",0.010657608075593,-2.55967865950676e-16,"CXCL11"
"cg19377607",0.0218056128083072,-3.76105396826532e-17,"CXCL11"
"cg19594470",-0.00274909520876588,1.40688576859877e-15,"CXCL11"
"cg19616654",0.00673765477024596,6.37612815658594e-16,"CXCL11"
"cg19750882",0.00611286791965725,1.92950814056506e-16,"CXCL11"
"cg19791714",0.00300522356463312,3.07112052182994e-16,"CXCL11"
"cg19929123",-0.0110291678140212,-1.15706055847653e-18,"CXCL11"
"cg20320624",0.000204254387424826,-6.3841912906997e-17,"CXCL11"
"cg20359524",0.0233120477988008,3.77933051917293e-17,"CXCL11"
"cg20540942",0.00887905361629258,-4.12158526554217e-17,"CXCL11"
"cg20992429",0.0103194594739634,1.97673784583082e-16,"CXCL11"
"cg21389309",0.010022342304836,-1.40373823676043e-17,"CXCL11"
"cg21696987",-0.00669474821925927,1.99750527378671e-16,"CXCL11"
"cg21855211",-0.000270471390983329,1.65345911565648e-16,"CXCL11"
"cg21909751",0.00854437265715059,3.94184622938752e-16,"CXCL11"
"cg22382137",0.00957201674966984,1.05993326714777e-15,"CXCL11"
"cg22387781",-0.00563268169323806,2.73397097371889e-16,"CXCL11"
"cg22506801",0.000413478336254846,7.83662770712552e-16,"CXCL11"
"cg22526415",0.0014847541891858,-1.08270535394338e-16,"CXCL11"
"cg22647900",-0.00381013110826029,-1.28149407008623e-15,"CXCL11"
"cg22713976",0.00927429762573718,6.41411769075444e-17,"CXCL11"
"cg22770911",0.0109769979771861,-1.82831428568215e-16,"CXCL11"
"cg22875239",0.0039726377684697,1.43754428004263e-16,"CXCL11"
"cg22933879",-0.00176539972448824,-6.55938597089139e-17,"CXCL11"
"cg22988146",-0.00598145955027387,1.33399786133145e-16,"CXCL11"
"cg23270415",-0.0084944951506188,-4.72649803158668e-16,"CXCL11"
"cg23786209",0.0147531617000563,2.41166244960289e-16,"CXCL11"
"cg23910835",-0.0270399798429068,-1.19349222964844e-16,"CXCL11"
"cg24151204",-0.0119919538041911,1.0150612989035e-15,"CXCL11"
"cg24254206",-0.0110768366964394,-2.83724556745682e-16,"CXCL11"
"cg24496841",0.00479179910335049,1.05917135181536e-16,"CXCL11"
"cg24592370",-0.00551051221397509,1.89235036370964e-16,"CXCL11"
"cg24645221",-0.00157822369150186,-3.70208576096408e-17,"CXCL11"
"cg24670000",0.00375855113408755,-9.54815591671019e-16,"CXCL11"
"cg25036527",0.0156121010837492,-9.81118127279385e-16,"CXCL11"
"cg25751787",0.0183592152092195,2.45099079920763e-16,"CXCL11"
"cg25843003",-0.00494021381871091,1.56062167157499e-16,"CXCL11"
"cg25943702",-0.0329737769183068,6.79151675374103e-17,"CXCL11"
"cg26119331",0.00484125938893269,6.71743786587583e-17,"CXCL11"
"cg26369178",0.0204328168608806,-4.30998490865063e-16,"CXCL11"
"cg26433368",-0.0128893965966521,5.94781230715626e-17,"CXCL11"
"cg26450240",0.00985859517578373,2.30279956809592e-16,"CXCL11"
"cg26703534",0.0133885795337921,-9.44167766043859e-16,"CXCL11"
"cg26797372",-0.00204032383335106,-1.72254912466799e-16,"CXCL11"
"cg27218796",0.00729108776148333,9.21310399003085e-17,"CXCL11"
"cg27432604",-0.0145631273948271,3.60231995522835e-16,"CXCL11"
"cg27663476",0.00286472603972649,-1.10100234980624e-16,"CXCL11"
"cg00670942",0.0086788786979124,1.78954817234686e-16,"CXCL9"
"cg00837434",-0.000481268587927946,-5.16563478499979e-17,"CXCL9"
"cg00861277",0.00116925614115132,-5.62800364347796e-17,"CXCL9"
"cg01053411",-0.0114035546186082,4.44830184591944e-17,"CXCL9"
"cg01234610",0.0112844998447889,3.9473291559383e-16,"CXCL9"
"cg01681367",-0.0341842859446823,1.41410909519833e-16,"CXCL9"
"cg02128564",0.00352961579118867,-6.73901008161575e-16,"CXCL9"
"cg02202022",0.01026469042663,1.12890289874093e-16,"CXCL9"
